ORIGIN,DEST
DFW	TUS
DFW	ORD
PHL	MIA
SFO	DFW
PHL	AUS
DFW	RIC
DFW	BOS
DFW	SFO
DFW	MIA
CLT	LGA
MIA	BOS
MCO	LGA
DFW	IAD
MIA	LAX
BOS	ORD
CLT	BDL
DFW	MIA
MIA	RDU
ATL	MIA
MIA	ATL
LAX	MIA
DFW	PHL
FLL	ATL
BOS	SJU
SJU	BOS
STT	MCO
LAS	CMH
LAX	FLL
IAH	ATL
ATL	IAH
CMH	FLL
DFW	LAS
FLL	DFW
DFW	FLL
FLL	CMH
FLL	MSP
FLL	LGA
MCO	IAH
DTW	MCO
SAN	IAH
PBG	IAD
LAR	DEN
AVL	ORD
SFO	MRY
PSP	SFO
ACV	SFO
DRO	DEN
ONT	SFO
CPR	DEN
SBA	SFO
SFO	SBA
LGA	ORD
DEN	CPR
RDM	SFO
BOI	DEN
MFR	SFO
ONT	SFO
FAT	SFO
OMA	SFO
DEN	TUL
DEN	TUS
SAT	SFO
DEN	ICT
SFO	SBA
SFO	BOI
SFO	BOI
ORD	ASE
RNO	SFO
DEN	SLC
SUN	DEN
ACV	SFO
BOI	SFO
DEN	BZN
BUR	SFO
SFO	ONT
PSC	SFO
SFO	FAT
SFO	SLC
BUR	SFO
CLT	DEN
PHX	LAX
RDD	SFO
SFO	OMA
SUN	SFO
ONT	SFO
ICT	DEN
SFO	EUG
SFO	BOI
SFO	FAT
DFW	SFO
OKC	IAH
LAX	SEA
LAX	ASE
DFW	SFO
LAX	PHX
SMF	SFO
SFO	SMF
SFO	TUS
RDM	SFO
SFO	BUR
DEN	STL
SFO	ACV
XNA	SFO
SFO	ACV
SBA	SFO
DEN	SUN
SFO	MSP
SFO	MFR
SNA	SFO
SFO	SBA
SFO	OKC
TUS	SFO
LAX	MMH
DFW	SFO
GEG	SFO
SFO	ONT
IAH	JAN
SFO	EUG
RNO	LAX
JAN	IAH
SFO	GEG
OKC	ORD
SBP	SFO
ONT	SFO
BZN	DEN
DEN	COS
STL	DEN
BHM	IAH
SFO	SBP
SMF	SFO
SFO	RDM
SFO	SBP
RNO	SFO
SFO	BOI
SFO	SBP
SFO	BUR
FAT	SFO
SMF	SFO
ASE	IAH
PAE	SFO
BOI	SFO
ORD	BHM
PAE	DEN
SBP	SFO
SBA	SFO
SFO	RDD
STL	SFO
SFO	FAT
PSC	DEN
ORD	PIT
BUR	SFO
SBP	DEN
ORD	LGA
SFO	TUS
ORD	OKC
SJC	DEN
MFR	SFO
STL	ORD
DEN	SLC
DEN	ABQ
EUG	SFO
SFO	MFR
SFO	PAE
MMH	SFO
DEN	SYR
FAT	SFO
SFO	PAE
PAE	SFO
PAE	SFO
RNO	SFO
LCH	IAH
TUS	SFO
EGE	DEN
SFO	ASE
SFO	RNO
FAT	DEN
IAD	STL
SBP	SFO
SLC	SFO
DEN	SJC
SBA	SFO
SFO	RNO
SFO	MFR
PSP	SFO
MCI	LGA
CLE	LGA
DCA	LGA
ORD	BOS
BOS	EWR
DCA	LGA
BOS	PHL
PHL	BOS
DCA	LGA
LGA	ROC
LGA	DCA
MCI	LGA
DCA	LGA
BOS	DCA
LGA	MEM
MEM	LGA
DCA	JFK
BOS	LGA
RIC	LGA
RSW	LGA
EWR	BOS
BOS	ORD
ORD	BOS
LGA	DCA
LGA	RIC
BOS	ORD
GGG	DFW
CHO	CLT
CLT	CHO
DFW	LAW
ORD	FNT
LIT	DCA
MLU	DFW
SGF	CLT
DFW	GJT
FSD	ORD
CLT	CMI
HOU	DFW
SGF	ORD
DFW	SGF
SGF	DFW
SHV	DFW
SHV	DFW
DFW	SPI
SPI	DFW
TYS	ORD
BTR	DFW
GJT	DFW
CLT	GSO
IAH	DTW
IAH	CMH
CHS	IAD
IAH	DTW
IAD	CLT
SAT	IAD
HSV	IAH
IAH	CLT
IAH	DAY
IAH	MCI
IAH	PNS
PIT	IAH
DFW	IAD
OGG	SAN
SFO	OGG
OGG	SJC
OGG	LIH
HNL	KOA
LIH	KOA
OGG	KOA
KOA	OGG
KOA	HNL
CLT	OAJ
AVP	CLT
CLT	IAD
CLT	FWA
DAY	CLT
CLT	RIC
DAY	DCA
DCA	PIT
DCA	MHT
MHT	DCA
STL	CLT
PHL	SAV
HSV	DCA
ORF	PHL
CLT	CVG
CVG	CLT
CLT	CHO
ABE	CLT
DSM	CLT
DCA	ALB
GRR	PHL
CAE	CLT
ATL	CLT
CLT	ATL
ORF	PHL
CLT	ILM
AVP	CLT
CLT	AVP
BDL	DCA
DCA	BDL
DCA	SAV
SAV	DCA
CHS	DCA
DCA	CHS
DAY	DCA
CLT	SYR
SYR	CLT
BNA	CLT
CLT	OAJ
OAJ	CLT
CLT	CRW
CLT	BTV
CLT	GNV
GNV	CLT
DFW	HNL
HNL	DFW
LAX	DCA
LAX	PHL
HNL	ORD
ORD	HNL
CLT	MIA
MCO	PHL
ORD	LGA
DFW	SFO
SFO	DFW
CLT	PHL
SFO	JFK
ORD	PHX
TUS	DFW
LAX	SFO
ORD	FLL
SFO	LAX
AUS	PHX
CLT	MCO
DFW	SAN
SAN	DFW
PHL	SFO
RDU	CLT
PHX	SFO
MCO	PHL
PHL	MCO
PHX	AUS
HNL	PHX
CLT	JAX
JAX	CLT
SFO	PHL
CLT	LAX
DFW	PHX
PHX	GRR
EGE	DFW
PHX	PHL
LAS	PHX
PHX	LAS
EGE	DFW
ORD	PHL
BOS	MIA
MIA	EGE
ORD	BOS
SFO	LAX
MIA	DFW
ATL	LGA
DFW	IND
DFW	ORD
RDU	LGA
DFW	PHX
MIA	DFW
PHX	RNO
RNO	PHX
ATL	PHL
LAS	DFW
RIC	CLT
MCI	PHL
PHL	MCI
ISP	RSW
RSW	ALB
XNA	DEN
LAS	MKE
MKE	LAS
LAS	PHX
EWR	MCO
GSP	MCO
EWR	MCO
MCI	DEN
MCO	DSM
ATL	LAS
ORF	MCO
TTN	TPA
TPA	PHL
TPA	TTN
MCO	BOS
BOS	MCO
SJU	PHL
DEN	PHL
LAS	SFO
SFO	LAS
DEN	FSD
MSP	MCO
CMH	MCO
RSW	IND
MCO	IAH
IAH	LAS
BNA	MCO
LGA	FLL
MIA	SFO
SFO	PSP
EWR	DEN
PSP	SFO
SFO	PHX
SFO	PHX
BOS	SFO
SFO	PHX
SFO	PHX
SFO	SAN
MCO	EWR
IAH	DEN
SFO	AUS
LAS	SFO
PDX	SFO
EWR	BOS
SFO	EWR
ORD	EWR
SEA	SFO
IAH	HDN
PSP	SFO
IAH	SFO
SFO	LAX
SFO	CLE
DEN	PHX
SFO	IAD
MSY	SFO
PHX	SFO
SAN	SFO
PDX	SFO
SLC	SFO
SFO	PIT
PIT	SFO
HDN	IAH
IAH	LGA
PSP	SFO
SFO	SEA
DEN	RNO
PHX	SFO
PHX	SFO
SFO	SNA
IAH	LGA
PDX	SFO
EWR	SFO
SEA	SFO
SFO	EWR
SFO	BWI
SFO	LAS
BWI	SFO
SFO	PDX
PDX	SFO
SFO	BUR
EWR	BOS
EWR	JAC
LAX	ORD
MCO	EWR
IAD	SFO
EWR	BOS
EWR	TPA
EWR	SFO
IAH	SFO
EWR	SEA
IAH	SAN
SFO	IAD
ORD	SFO
EWR	IAH
SLC	SFO
IAH	BWI
BNA	EWR
DFW	EWR
IAH	SFO
IAH	MAF
SAN	SFO
SJU	EWR
SFO	PDX
RDU	SFO
LAS	SFO
SAN	SFO
SFO	KOA
DFW	EWR
SAN	SFO
IAH	EWR
RNO	SFO
SNA	SFO
EWR	SFO
EGE	EWR
DCA	SFO
BOS	EWR
EWR	SJU
IAH	AUS
PHX	SFO
PDX	SFO
EWR	MCO
SEA	DEN
PDX	SFO
SNA	SFO
SFO	SMF
SFO	HNL
SJU	EWR
LAX	HNL
DEN	ANC
IAH	PHX
SFO	LIH
DEN	IAH
SFO	SAN
BOS	EWR
IAH	LAS
DEN	BOS
EWR	SFO
SEA	SFO
SFO	IAH
TPA	IAD
ATL	EWR
EWR	SNA
SNA	ORD
SFO	DTW
SFO	ORD
ORD	DEN
ORD	SFO
MCO	SFO
SFO	SEA
SFO	EWR
PHL	SFO
EWR	MCO
SFO	EWR
ORD	PHX
SAN	SFO
SFO	ORD
IAH	EWR
SEA	SFO
ATL	EWR
IAH	PIT
DEN	ORD
ORD	BOS
IAH	BNA
LAX	SFO
SFO	SNA
RDU	IAH
SFO	PDX
DEN	PHX
EWR	SFO
SAN	SFO
SFO	ATL
EWR	DFW
PDX	SFO
EWR	ATL
IAD	SFO
SFO	EWR
SEA	SFO
SFO	IAD
SFO	IAD
DEN	EWR
DEN	ORD
ORD	DEN
SFO	ORD
ORD	SFO
EWR	SFO
LAX	SFO
IAD	IAH
LAX	SFO
BOS	SFO
SFO	RDU
LAX	SFO
AUS	SFO
LAX	SFO
MSP	SFO
SFO	LAX
SEA	IAD
RNO	DEN
IAH	SFO
SFO	ORD
EWR	MCO
HNL	SFO
SFO	PHL
LAS	SFO
SFO	LAS
SFO	TPA
BOS	SFO
PBI	IAH
IAD	SEA
DEN	EWR
DEN	IAH
SFO	IAD
SFO	EWR
AUS	SFO
LAX	SFO
DEN	SFO
ORD	SFO
EWR	BNA
SAN	SFO
SFO	LAX
SFO	EWR
SNA	SFO
BNA	IAH
RDU	EWR
RDU	EWR
EWR	MSP
EWR	PIT
OMA	ORD
EWR	CLT
STL	EWR
MCI	EWR
ORF	EWR
RIC	EWR
IAH	GRR
PIT	EWR
XNA	EWR
RDU	ORD
IAD	PWM
IAH	IND
EWR	RDU
ORD	OMA
MCI	EWR
SAT	EWR
PIT	EWR
EWR	PIT
CLT	EYW
RDU	LGA
RDU	LGA
MEM	DCA
CMH	JFK
LGA	DTW
DTW	DSM
EVV	ATL
ATL	SHV
SHV	ATL
JFK	BNA
CLE	JFK
DTW	EVV
ATL	EVV
CVG	LGA
DTW	MHT
MHT	DTW
CVG	DTW
BNA	LGA
BUF	LGA
DAY	DTW
ATL	XNA
XNA	ATL
PVD	EWR
DCA	ORD
CLE	DCA
LGA	CLE
ORD	DTW
ORD	DCA
IND	EWR
ORD	PWM
RIC	IAH
IAH	PIT
EWR	RIC
IAH	LEX
ORD	MEM
PWM	EWR
EWR	ROC
ORD	LGA
ORD	LNK
DCA	EWR
STL	IAH
ORD	TVC
RIC	ORD
LGA	CLE
IAH	BNA
LGA	ORD
EWR	IND
LFT	IAH
CLE	LGA
DFW	GRK
GSO	CLT
CHO	LGA
ALO	ORD
ORD	ALO
TYR	DFW
CLT	FNT
TRI	CLT
MIA	GNV
RIC	LGA
CWA	ORD
CLT	CHO
XNA	DCA
CMI	ORD
ORD	CMI
SGF	CLT
AVL	CLT
CLT	AVL
DFW	BUF
AVL	CLT
ILM	LGA
LGA	ILM
ORD	BDL
BOS	ORD
DCA	MCO
AUS	BOS
AUS	BOS
LGA	FLL
EWR	BOS
BOS	EWR
EWR	BOS
JFK	BOS
BOS	LGA
LGA	BOS
FLL	CLE
PBI	LGA
MCO	HPN
BOS	RDU
RDU	BOS
JFK	SFO
BOS	MCO
BDL	FLL
FLL	LGA
SFO	JFK
SFO	LGB
BOS	ORD
ORD	BOS
PBI	DCA
LGB	PDX
LAX	JFK
TPA	EWR
LGB	SFO
LAX	FLL
FLL	LAX
BOS	EWR
BOS	EWR
EWR	BOS
MCO	AUS
BOS	EWR
HNL	SAN
OGG	SEA
OGG	LAX
SEA	DCA
SEA	DCA
JNU	SEA
SEA	ANC
ANC	OME
JNU	SEA
OAK	SEA
MCO	SAN
SEA	OAK
SFO	PDX
PDX	SFO
SEA	PSP
PDX	SFO
LAX	JFK
SMF	SEA
SEA	LAX
LAX	LAS
SEA	IND
SEA	SNA
SNA	SEA
SEA	BUR
SEA	SMF
LAX	EWR
BUR	SEA
SEA	BOI
LAS	SEA
PHX	SEA
SEA	ONT
TUS	SEA
DEN	SEA
SEA	PHX
SEA	SJC
SEA	PHX
SFO	LAS
SFO	HNL
SEA	STL
PDX	MCO
HNL	SJC
HNL	LAX
OGG	LAX
HNL	SAN
SFO	JFK
SFO	JFK
SEA	IAD
SFO	IAD
SEA	SFO
SEA	AUS
ORD	SFO
SFO	ORD
PDX	SFO
SFO	BOS
MSY	SFO
SEA	DEN
SFO	SEA
SEA	SFO
SEA	LAX
LAX	PDX
LAX	SEA
LAX	PDX
LAX	SFO
LAS	SFO
LAS	SFO
SFO	LAS
LAX	SFO
LAX	SFO
LAX	SFO
SFO	LAX
SFO	SEA
SFO	LAX
LAX	SFO
LAX	SFO
SFO	SAN
SAN	SFO
SAN	SFO
SAN	SFO
SFO	LAX
SEA	SFO
PDX	SEA
SEA	GEG
CLT	RDU
KOA	PHX
MSY	CLT
SLC	PHX
DFW	TUS
RSW	CLT
BOS	PHL
CLT	SFO
PHL	RSW
RSW	PHL
SFO	DFW
PHL	ATL
CLT	PHL
IND	MIA
MIA	IND
CLT	PVD
DFW	ORD
CLT	TPA
TPA	CLT
CLT	MDT
LAX	EGE
CLT	MLB
MLB	CLT
PHX	DFW
MIA	LAS
CLT	MCO
PHX	SFO
MCO	PHL
PHL	MCO
CLT	DCA
CLT	ALB
CLT	LGA
ATL	MIA
MIA	ATL
PHX	SJC
SJC	PHX
ORD	BOS
DFW	SNA
JAX	DFW
ORD	SFO
DFW	TUS
IAH	DFW
PHX	GJT
YUM	PHX
YUM	PHX
ORD	DTW
SLC	LAX
ASE	PHX
SAF	PHX
DFW	ROW
ROW	DFW
LAX	FAT
ASE	DFW
MKE	ORD
ORD	CHO
DFW	PIB
PIB	DFW
PHX	SGU
RAP	PHX
PHX	EUG
ASE	ORD
ORD	ASE
DFW	SAF
GJT	PHX
DFW	ASE
FLG	PHX
BWI	ORD
ORD	BWI
SAF	DFW
DFW	CLL
FAT	PHX
PHX	FAT
DFW	MLU
MLU	DFW
SHV	DFW
DFW	XNA
XNA	DFW
ASE	DFW
DFW	ASE
DFW	FWA
DFW	ASE
LAX	PHX
ASE	DFW
MHT	ORD
ORD	MHT
ORD	FWA
STS	LAX
SNA	SFO
SFO	SNA
SFO	SNA
LAX	DAL
BOI	SMF
GEG	LAX
SBA	PDX
PDX	SBA
PSP	SFO
SNA	STS
PSP	SFO
SFO	LAX
DAL	SFO
SEA	GEG
SMF	PDX
SNA	SFO
SNA	SFO
SNA	SFO
LAX	SJC
VLD	ATL
ATL	ROA
ROA	ATL
ATL	TRI
LGA	BOS
BIS	MSP
ATL	SBN
ATL	GTR
GTR	ATL
SLC	EUG
MSP	IAD
DTW	MDW
ATL	SBN
SBN	ATL
MDW	MSP
CHS	LGA
LGA	CHS
DTW	LAN
LAN	DTW
SFO	SLC
SLC	SFO
FWA	ATL
CID	MSP
ATL	VLD
VLD	ATL
DTW	MBS
DTW	IAD
IAD	DTW
MBS	DTW
ATL	ROA
SDF	MSP
LNK	MSP
SYR	LGA
ATL	FAY
FAY	ATL
ATL	MGM
MGM	ATL
PIA	ATL
DLH	MSP
MSP	DLH
MKE	LGA
GSO	LGA
MSP	XWA
CAE	LGA
LGA	CAE
AVP	DTW
OMA	LGA
LGA	GRR
ATL	DHN
DHN	ATL
DTW	PHL
MSP	STL
ATL	DHN
DHN	ATL
MKE	SLC
SLC	MKE
CHS	LGA
SEA	PDX
IAD	DTW
DTW	SYR
BHM	LGA
FSD	MSP
ATL	CRW
CRW	ATL
LGA	BHM
MGM	ATL
IAH	DTW
SLC	ASE
BHM	LGA
DTW	TVC
TVC	DTW
PSP	SLC
SLC	PSP
ATL	FAY
FAY	ATL
BOS	LGA
ATL	CSG
DTW	IND
BZN	SEA
ATL	CSG
CSG	ATL
ABQ	LAX
SLC	LWS
ITH	DTW
MLI	DTW
ABR	MSP
MSP	ABR
DTW	SCE
SCE	DTW
CKB	ORD
DCA	LGA
DCA	LGA
DCA	LGA
LGA	DCA
LGA	DCA
IND	PHL
PWM	PHL
XNA	LGA
LGA	PHL
DCA	DSM
DSM	DCA
PHL	XNA
MSY	CLT
XNA	CLT
MCI	PHL
BDL	DCA
CMH	DCA
DCA	CMH
MIA	CLE
DCA	SYR
DSM	PHL
BNA	DCA
CLT	MHT
CLT	MYR
DSM	DCA
ABQ	LAS
ABQ	PHX
ABQ	PHX
ATL	FLL
ATL	MDW
ATL	PHX
ATL	RSW
AUS	ATL
AUS	DCA
AUS	PHX
AUS	SMF
BNA	CLE
BNA	LGA
BNA	PHX
BOI	LAS
BUR	LAS
BUR	MDW
BUR	SFO
BUR	SFO
BUR	SJC
BUR	SMF
BUR	SMF
BUR	SMF
BWI	ALB
BWI	CLE
BWI	IND
BWI	JAX
BWI	MKE
BWI	PVD
CLT	BWI
CMH	BWI
CMH	STL
CMH	TPA
CRP	HOU
DAL	BWI
DAL	BWI
DAL	CMH
DAL	HOU
DAL	LAS
DAL	LAS
DAL	MCI
DAL	OMA
DAL	PHX
DAL	PHX
DAL	PIT
DAL	STL
DAL	TPA
DAL	TPA
DCA	DAL
DEN	ATL
DEN	DAL
DEN	LAS
DEN	LAS
DEN	OKC
DEN	PDX
DEN	PHX
DEN	RDU
ELP	HOU
FLL	AUS
FLL	MCI
GEG	PHX
HOU	AUS
HOU	BNA
HOU	BWI
HOU	CRP
HOU	DCA
HOU	MCI
HOU	MSY
HOU	OAK
HOU	PHX
HOU	PHX
HOU	PIT
HOU	TUL
JAX	BWI
LAS	BOI
LAS	BWI
LAS	CMH
LAS	LAX
LAS	MDW
LAS	OAK
LAS	OAK
LAS	OAK
LAS	ONT
LAS	PHX
LAS	PHX
LAS	PHX
LAS	SEA
LAS	SFO
LAS	SMF
LAX	OAK
LAX	PHX
LAX	PHX
LAX	SFO
LAX	SFO
LAX	SMF
LIH	HNL
MAF	LAS
MCI	BWI
MCI	MDW
MCI	MSP
MCI	PHX
MCI	PHX
MCI	RDU
MCI	SAN
MCO	AUS
MCO	AUS
MCO	BDL
MCO	HOU
MCO	MCI
MDW	ATL
MDW	BDL
MDW	BUF
MDW	CLE
MDW	DCA
MDW	LAS
MDW	LAS
MDW	OMA
MDW	SFO
MDW	TPA
MKE	DCA
MKE	PHX
MSP	PHX
OAK	BOI
OAK	BUR
OAK	LAS
OAK	LAS
OAK	LGB
OAK	MDW
OAK	PDX
OAK	PHX
OAK	PHX
OAK	PHX
OAK	PHX
OAK	SEA
OAK	STL
OKC	PHX
OMA	DCA
OMA	MDW
OMA	PHX
OMA	PHX
ONT	OAK
ONT	PHX
ONT	SFO
ONT	SFO
PDX	PHX
PDX	PHX
PHX	ABQ
PHX	BUR
PHX	BUR
PHX	BWI
PHX	DAL
PHX	DEN
PHX	ELP
PHX	HOU
PHX	HOU
PHX	LAS
PHX	LAX
PHX	LAX
PHX	MKE
PHX	MSY
PHX	OMA
PHX	ONT
PHX	ONT
PHX	PDX
PHX	SAN
PHX	SEA
PHX	SFO
PHX	SLC
PHX	SMF
PHX	SMF
PHX	SMF
PHX	SNA
PHX	SNA
RDU	MDW
RNO	PHX
RSW	CMH
SAN	ABQ
SAN	OAK
SAN	PHX
SAN	PHX
SAN	PHX
SAN	PHX
SAN	SFO
SAN	SLC
SAN	SMF
SAN	SMF
SAT	PHX
SEA	PHX
SEA	SJC
SFO	BUR
SFO	DEN
SFO	LAS
SFO	LAS
SFO	LAS
SFO	LAX
SFO	ONT
SFO	PHX
SFO	PHX
SFO	SAN
SJC	BUR
SJC	LAS
SJC	PHX
SJU	BWI
SJU	MCO
SLC	BUR
SLC	PHX
SLC	PHX
SLC	PHX
SMF	LAS
SMF	ONT
SMF	PHX
SMF	SAN
SMF	SAN
SMF	SEA
SNA	LAS
SNA	OAK
SNA	OAK
SNA	PHX
SNA	PHX
STL	BDL
STL	DCA
STL	HOU
STL	PHL
STL	PHX
STL	SAN
TPA	DAL
TPA	DCA
TPA	LGA
TUL	DAL
ROA	ATL
CHO	LGA
DFW	JFK
EVV	DTW
ATL	AVL
LGA	CHO
JFK	ROC
ROC	JFK
ORD	JFK
RDU	EWR
RIC	JFK
RDU	LGA
DTW	TYS
TYS	DTW
EWR	RDU
LEX	ATL
BOS	RDU
STL	IAH
DCA	ORD
RIC	EWR
IAH	MLU
ORD	ROA
ORD	DCA
JAX	IAH
ATL	IAH
BNA	IAH
ORD	PWM
GPT	IAH
ORD	DCA
ORD	PWM
RIC	IAH
EWR	PVD
ORD	ATL
MFE	IAH
MEM	IAH
IAH	MFE
TYS	IAH
SHV	IAH
TYS	ORD
ROA	ORD
SHV	IAH
IND	ORD
ORD	LGA
DCA	EWR
SHV	IAH
PWM	ORD
ORD	JAX
PWM	EWR
BTR	IAH
CRP	IAH
EWR	CLE
MEM	EWR
LGA	ORD
IAH	GPT
STL	IAH
ORD	CID
DFW	ABI
DSM	ORD
ORD	DSM
DFW	LIT
LIT	DFW
ABI	DFW
DFW	ABI
DFW	SJT
MIA	IND
AEX	DFW
PNS	MIA
ACT	DFW
SGF	DFW
JLN	DFW
JAN	DFW
CMH	ORD
DFW	SPS
SPS	DFW
ORD	CLE
MIA	TLH
XNA	DFW
DFW	XNA
XNA	DFW
TUL	ORD
CAE	DFW
BPT	DFW
ICT	ORD
DFW	SGF
AMA	DFW
ELP	ORD
GSO	CLT
XNA	DCA
SJT	DFW
MIA	TLH
TLH	MIA
SUX	DFW
TLH	MIA
CLT	SGF
SGF	CLT
DFW	SPI
SUX	ORD
ABI	DFW
DFW	BUF
CLL	DFW
TXK	DFW
RST	ORD
AGS	DFW
DFW	AGS
DFW	GNV
GNV	DFW
RSW	BOS
FLL	PHL
SJU	MCO
MCO	PVD
STT	SJU
MCO	ATL
TPA	SJU
ATL	MCO
FLL	BOS
EWR	BOS
BOS	EWR
RDU	BOS
MCO	EWR
BOS	EWR
BOS	RDU
HDN	BOS
RSW	HPN
BOS	RIC
RIC	BOS
PBI	PVD
SJU	MCO
SJU	DCA
SJU	JFK
LAX	JFK
BOS	LGA
FLL	SJU
BOS	PIT
PIT	BOS
BOS	MCO
MCO	HPN
SJU	JFK
SJU	MCO
SJU	FLL
MCO	EWR
DTW	BOS
TPA	EWR
HPN	PBI
SJU	BDL
LGB	SEA
SEA	LGB
LAX	HNL
LAX	HNL
SAN	HNL
HNL	LAS
SEA	HNL
PDX	HNL
SEA	HNL
OGG	SEA
SEA	DCA
SCC	BRW
CDV	ANC
YAK	CDV
JNU	YAK
JNU	SIT
JNU	SEA
JNU	ANC
SEA	JNU
SEA	ANC
SEA	HNL
SEA	MKE
SMF	SEA
SFO	PDX
LAX	SEA
SEA	LAX
SMF	SEA
SEA	LAX
ONT	SEA
LAX	PDX
SEA	SNA
SEA	BUR
LAX	EWR
BUR	SEA
LAS	SEA
PHX	SEA
SEA	JFK
TUS	SEA
SEA	TUS
PHX	SEA
SEA	PHX
DFW	SEA
SEA	KOA
SFO	LAS
LIH	SEA
HNL	PDX
SEA	LIH
SEA	LIH
SEA	SLC
SLC	SEA
BOI	SEA
HNL	SEA
PHX	SEA
DCA	SFO
MSP	SEA
SEA	PDX
SFO	JFK
SEA	LAX
PDX	SFO
SJC	SEA
PDX	SEA
SEA	LAS
SEA	DEN
SEA	LAS
SEA	CMH
SEA	SFO
LAS	SEA
SEA	MSP
LAS	SFO
LAS	SFO
LAS	SFO
LAX	SFO
LAX	SFO
SFO	LAX
SEA	SFO
PDX	SEA
PDX	SLC
SLC	PDX
MCI	CLT
BWI	CLT
CLT	SEA
PHX	DFW
DFW	ATL
PHL	ATL
RDU	PHL
LAX	LAS
PHL	ATL
DFW	MEM
CLT	MLB
MLB	CLT
DCA	PHL
LAS	PHX
PHL	CLT
CLT	TPA
CLT	PVD
CLT	IAH
PHX	SFO
CLT	ALB
SFO	PHX
DFW	OKC
DFW	EWR
DFW	ATL
IND	DFW
LAX	LAS
MIA	DEN
MIA	MCO
LAX	DFW
IAH	DFW
MIA	ATL
ATL	AUS
OMA	ATL
ATL	RDU
RDU	ATL
MKE	ATL
LGA	ATL
SAT	JFK
ATL	BOS
ATL	MCO
MCI	ATL
SAT	ATL
ATL	MCO
DTW	FLL
MSP	JFK
MSP	ORD
MSP	FAR
MSP	MCO
ATL	MCO
MSP	ATL
MSP	LGA
MSP	CMH
DTW	AUS
MSP	PHX
IAH	SLC
ATL	TPA
TPA	ATL
JFK	IAH
SEA	SFO
ATL	MEM
ICT	ATL
MSP	BNA
DEN	MSP
HDN	MSP
VPS	ATL
SEA	SFO
MSP	EWR
ATL	RDU
RDU	ATL
DSM	ATL
MSP	FSD
IAH	MSP
MSP	SEA
MCI	ATL
MSP	SNA
SFO	SEA
MSP	IAH
DTW	MCI
MCI	DTW
MSP	LAS
MSP	DEN
SEA	SLC
MSP	DFW
ATL	SRQ
SRQ	ATL
RSW	DTW
MSP	GEG
ATL	IAH
MSP	PHX
DFW	DTW
ATL	MLB
MLB	ATL
JFK	MSY
MSP	MIA
MSP	PHL
MSP	AUS
AUS	LAX
MSP	RSW
MCI	DTW
LAS	MSP
SAN	MSP
MSP	DTW
MSP	SEA
MSP	TPA
ONT	ATL
SFO	AUS
PBI	EWR
SFO	SAN
LAX	KOA
LAX	IAH
LAS	SFO
ORD	EWR
EWR	BOS
EWR	BOS
DFW	EWR
SEA	SFO
EWR	FLL
HDN	IAH
BDL	IAD
PBI	EWR
PSP	SFO
SFO	SEA
DFW	IAH
BOS	IAD
AUS	IAH
AUS	SFO
ORD	IAH
SFO	EWR
SFO	BWI
SFO	PDX
CHS	LGA
LGA	CHS
MIA	ATL
RIC	LGA
ABQ	DAL
ABQ	DEN
ABQ	LAS
ABQ	PHX
ABQ	PHX
ABQ	PHX
ATL	BNA
ATL	DAL
ATL	LGA
ATL	MDW
AUS	DAL
BNA	BOS
BNA	DCA
BOS	MDW
BUR	PHX
BUR	PHX
BUR	SFO
BUR	SMF
BUR	SMF
BWI	BOS
BWI	CLT
BWI	ORF
BWI	PHX
BWI	PWM
BWI	RDU
CMH	PHX
DAL	DCA
DAL	ELP
DAL	HOU
DAL	MCO
DAL	OAK
DAL	RDU
DAL	SAN
DAL	SAT
DAL	SAT
DAL	STL
DAL	STL
DAL	STL
DCA	ATL
DEN	ABQ
DEN	BOS
DEN	HOU
DEN	HOU
DEN	LAX
DEN	MSP
DEN	PHX
DEN	PHX
DEN	PHX
DEN	TPA
DEN	TUL
ELP	DAL
GSP	ATL
HOU	BWI
HOU	DAL
HOU	DEN
HOU	ECP
HOU	HRL
HOU	MDW
HRL	HOU
ICT	LAS
IND	LAS
LAS	BOI
LAS	DEN
LAS	DEN
LAS	MDW
LAS	OAK
LAS	PHX
LAS	SAN
LAS	SMF
LAX	LAS
LAX	RNO
LAX	SMF
LBB	DEN
LGA	MDW
LGA	MKE
MCI	AUS
MCI	BNA
MCI	BWI
MCI	BWI
MCI	DAL
MCI	DAL
MCI	DAL
MCI	DEN
MCI	HOU
MCI	HOU
MCI	LGA
MCI	MDW
MCI	MKE
MCI	MSY
MCI	RSW
MCI	SAN
MCI	STL
MCO	ATL
MCO	BNA
MCO	BNA
MCO	DEN
MCO	DEN
MCO	HOU
MCO	MCI
MCO	MDW
MCO	MHT
MCO	PVD
MCO	PVD
MCO	SDF
MCO	SJU
MCO	STL
MDW	FLL
MDW	FLL
MDW	GRR
MDW	HOU
MDW	IND
MDW	LGA
MDW	MCO
MDW	MEM
MDW	MSP
MDW	ORF
MDW	PHL
MEM	HOU
MKE	LGA
MKE	RSW
MSP	BWI
MSY	BNA
MSY	LGA
OAK	LAS
OAK	LAX
ATL	BMI
BMI	ATL
HRL	MSP
CVG	LGA
MSP	CLE
MSP	CWA
DSM	DTW
AEX	ATL
ATL	OAJ
ATL	AVL
AVL	ATL
AVL	ATL
MSP	STL
EVV	ATL
PIT	JFK
MLI	ATL
ATL	OAJ
MSP	ROC
MSP	TYS
MCI	CVG
STL	LGA
TYS	DTW
CLT	LGA
RIC	LGA
CVG	DCA
DCA	CVG
